[round 1] purged 241 punts
[20:11:37] fleet start: 366 jobs, concurrency 8
[20:49:38] arbitrate-fred: OK in 42s (108351 tok, $0.085) [done 47, failed 0]
[20:49:40] arbitrate-event-registry: OK in 71s (249741 tok, $0.201) [done 48, failed 0]
[20:49:54] arbitrate-gitlab: OK in 26s (68115 tok, $0.051) [done 49, failed 0]
[20:49:54] arbitrate-financial-modeling-prep: OK in 60s (135614 tok, $0.111) [done 50, failed 0]
[20:49:54] arbitrate-geonames: OK in 33s (113965 tok, $0.076) [done 51, failed 0]
[20:50:01] arbitrate-gnews: OK in 23s (64072 tok, $0.041) [done 52, failed 0]
[20:50:19] arbitrate-exercisedb: OK in 110s (469879 tok, $0.368) [done 53, failed 0]
[20:50:26] arbitrate-carmd: OK in 309s (835444 tok, $0.498) [done 54, failed 0]
[20:50:45] arbitrate-gdelt: OK in 89s (285896 tok, $0.217) [done 55, failed 0]
[20:51:10] arbitrate-google-maps: OK in 77s (134261 tok, $0.120) [done 56, failed 0]
[20:51:10] arbitrate-grafana-cloud: OK in 69s (177513 tok, $0.153) [done 57, failed 0]
[20:51:10] arbitrate-google-books: OK in 90s (176427 tok, $0.156) [done 58, failed 0]
[20:51:15] arbitrate-greynoise: OK in 50s (209125 tok, $0.144) [done 59, failed 0]
[20:51:28] arbitrate-groq: OK in 44s (124708 tok, $0.136) [done 60, failed 0]
[20:51:28] arbitrate-google-fact-check: OK in 95s (244939 tok, $0.183) [done 61, failed 0]
[20:51:40] arbitrate-google-gemini: OK in 106s (211736 tok, $0.218) [done 62, failed 0]
[20:51:51] arbitrate-hipo-universities: OK in 41s (65693 tok, $0.041) [done 63, failed 0]
[20:51:51] arbitrate-huggingface-inference: OK in 36s (75172 tok, $0.064) [done 64, failed 0]
[20:52:01] arbitrate-hypixel: OK in 33s (107113 tok, $0.088) [done 65, failed 0]
[20:52:07] arbitrate-infura: OK in 27s (102857 tok, $0.075) [done 66, failed 0]
[20:52:10] arbitrate-hex-pm: OK in 60s (177995 tok, $0.173) [done 67, failed 0]
[20:52:33] arbitrate-graphhopper: OK in 133s (623208 tok, $0.311) [done 68, failed 0]
[20:52:33] arbitrate-lichess: OK in 23s (30002 tok, $0.012) [done 69, failed 0]
[20:52:33] arbitrate-jina-ai: OK in 32s (30444 tok, $0.054) [done 70, failed 0]
[20:52:47] arbitrate-ipqualityscore: OK in 56s (116005 tok, $0.090) [done 71, failed 0]
[20:52:53] arbitrate-ipapi: OK in 62s (122016 tok, $0.092) [done 72, failed 0]
[20:52:56] arbitrate-launchdarkly: OK in 50s (123132 tok, $0.146) [done 73, failed 0]
[20:53:19] arbitrate-inaturalist: OK in 111s (347886 tok, $0.294) [done 74, failed 0]
[20:53:40] arbitrate-mastodon: OK in 20s (64071 tok, $0.042) [done 75, failed 0]
[20:53:43] arbitrate-mapquest: OK in 49s (100418 tok, $0.070) [done 76, failed 0]
[20:53:43] arbitrate-listen-notes: OK in 70s (129398 tok, $0.112) [done 77, failed 0]
[20:53:49] arbitrate-massive: OK in 52s (109999 tok, $0.132) [done 78, failed 0]
[20:53:51] arbitrate-mapbox: OK in 64s (124471 tok, $0.125) [done 79, failed 0]
[20:53:59] arbitrate-locationiq: OK in 87s (227508 tok, $0.175) [done 80, failed 0]
[20:54:05] arbitrate-mediastack: OK in 25s (64336 tok, $0.068) [done 81, failed 0]
[20:54:13] arbitrate-musicbrainz: OK in 14s (30060 tok, $0.012) [done 82, failed 0]
[20:54:18] arbitrate-met-museum: OK in 35s (63820 tok, $0.037) [done 83, failed 0]
[20:54:23] arbitrate-moralis: OK in 32s (103456 tok, $0.069) [done 84, failed 0]
[20:54:29] arbitrate-memegen: OK in 46s (102877 tok, $0.107) [done 85, failed 0]
[20:54:50] arbitrate-nansen: OK in 45s (172995 tok, $0.158) [done 86, failed 0]
[20:55:00] arbitrate-here: OK in 229s (1193353 tok, $0.635) [done 87, failed 0]
[20:55:03] arbitrate-new-relic: OK in 45s (99320 tok, $0.101) [done 88, failed 0]
[20:55:10] arbitrate-newsdata-io: OK in 46s (104652 tok, $0.080) [done 89, failed 0]
[20:55:14] arbitrate-meteoblue: OK in 85s (580021 tok, $0.295) [done 90, failed 0]
[20:55:18] arbitrate-nominatim: OK in 28s (64930 tok, $0.038) [done 91, failed 0]
[20:55:25] arbitrate-npi-registry: OK in 25s (62691 tok, $0.034) [done 92, failed 0]
[20:55:38] arbitrate-open-library: OK in 24s (65540 tok, $0.044) [done 93, failed 0]
[20:55:45] arbitrate-openaq: OK in 20s (66459 tok, $0.046) [done 94, failed 0]
[20:55:47] arbitrate-nhl-edge: OK in 78s (136981 tok, $0.081) [done 95, failed 0]
[20:55:55] arbitrate-nasa-open-data: OK in 101s (351807 tok, $0.201) [done 96, failed 0]
[20:56:03] arbitrate-openrouter: OK in 18s (68108 tok, $0.079) [done 97, failed 0]
[20:56:08] arbitrate-openalex: OK in 51s (160430 tok, $0.147) [done 98, failed 0]
[20:56:10] arbitrate-nyc-open-data: OK in 67s (219358 tok, $0.233) [done 99, failed 0]
[20:56:26] arbitrate-opensky-network: OK in 31s (110564 tok, $0.077) [done 100, failed 0]
[20:56:31] arbitrate-lingua-robot: OK in 238s (419075 tok, $0.221) [done 101, failed 0]
[20:56:52] arbitrate-openrouteservice: OK in 65s (253115 tok, $0.208) [done 102, failed 0]
[20:57:04] arbitrate-opentdb: OK in 61s (97328 tok, $0.051) [done 103, failed 0]
[20:57:04] arbitrate-paddle: OK in 39s (100996 tok, $0.067) [done 104, failed 0]
[20:57:30] arbitrate-perplexity: OK in 26s (118011 tok, $0.087) [done 105, failed 0]
[20:57:33] arbitrate-openuv: OK in 82s (274999 tok, $0.201) [done 106, failed 0]
[20:57:38] arbitrate-pelias: OK in 46s (110752 tok, $0.087) [done 107, failed 0]
[20:57:47] arbitrate-opendota: OK in 129s (1133995 tok, $0.508) [done 108, failed 0]
[20:57:49] arbitrate-positionstack: OK in 10s (30023 tok, $0.012) [done 109, failed 0]
[20:57:53] arbitrate-perspective-api: OK in 49s (109651 tok, $0.148) [done 110, failed 0]
[20:58:00] arbitrate-polygon-io: OK in 28s (101492 tok, $0.082) [done 111, failed 0]
[20:58:10] arbitrate-podcast-index: OK in 40s (131828 tok, $0.086) [done 112, failed 0]
[20:58:13] arbitrate-rcsb-pdb: OK in 20s (70638 tok, $0.055) [done 113, failed 0]
[20:58:16] arbitrate-pubchem: OK in 30s (64567 tok, $0.045) [done 114, failed 0]
[20:58:32] arbitrate-ron-swanson-quotes: OK in 15s (30165 tok, $0.013) [done 115, failed 0]
[20:58:35] arbitrate-regulations-gov: OK in 25s (146577 tok, $0.095) [done 116, failed 0]
[20:58:35] arbitrate-recurly: OK in 35s (177128 tok, $0.142) [done 117, failed 0]
[20:58:43] arbitrate-razorpay: OK in 55s (109959 tok, $0.132) [done 118, failed 0]
[20:58:43] arbitrate-replicate: OK in 31s (114557 tok, $0.097) [done 119, failed 0]
[20:58:55] arbitrate-opentripplanner: OK in 167s (325012 tok, $0.270) [done 120, failed 0]
[20:59:01] arbitrate-pagerduty: OK in 151s (671720 tok, $0.371) [done 121, failed 0]
[20:59:18] arbitrate-rubygems: OK in 47s (117485 tok, $0.078) [done 122, failed 0]
[20:59:24] arbitrate-sauce-labs: OK in 48s (66076 tok, $0.049) [done 123, failed 0]
[20:59:29] arbitrate-shipengine: OK in 34s (30536 tok, $0.014) [done 124, failed 0]
[20:59:37] arbitrate-scrapingbee: OK in 62s (138270 tok, $0.107) [done 125, failed 0]
[20:59:45] arbitrate-simbad: OK in 21s (69036 tok, $0.049) [done 126, failed 0]
[20:59:47] arbitrate-snipcart: OK in 18s (62151 tok, $0.032) [done 127, failed 0]
[20:59:52] arbitrate-semantic-scholar: OK in 68s (154057 tok, $0.139) [done 128, failed 0]
[21:00:01] arbitrate-securitytrails: OK in 78s (201925 tok, $0.155) [done 129, failed 0]
[21:00:05] arbitrate-snyk: OK in 28s (108033 tok, $0.128) [done 130, failed 0]
[21:00:07] arbitrate-sportsdataio: OK in 20s (30247 tok, $0.013) [done 131, failed 0]
[21:00:17] arbitrate-shopify: OK in 59s (189635 tok, $0.190) [done 132, failed 0]
[21:00:26] arbitrate-sonarcloud: OK in 41s (113703 tok, $0.099) [done 133, failed 0]
[21:00:33] arbitrate-shodan: OK in 92s (346829 tok, $0.222) [done 134, failed 0]
[21:00:33] arbitrate-stream-chat: OK in 32s (110472 tok, $0.091) [done 135, failed 0]
[21:00:49] arbitrate-the-graph: OK in 31s (30247 tok, $0.013) [done 136, failed 0]
[21:00:52] arbitrate-tfl-unified: OK in 45s (135747 tok, $0.101) [done 137, failed 0]
[21:01:04] arbitrate-stytch: OK in 58s (153313 tok, $0.135) [done 138, failed 0]
[21:01:10] arbitrate-the-odds-api: OK in 45s (178749 tok, $0.118) [done 139, failed 0]
[21:01:17] arbitrate-tomtom: OK in 25s (68177 tok, $0.049) [done 140, failed 0]
[21:01:26] arbitrate-thecatapi: OK in 53s (100345 tok, $0.080) [done 141, failed 0]
[21:01:32] arbitrate-themealdb: OK in 59s (110116 tok, $0.081) [done 142, failed 0]
[21:01:41] arbitrate-stormglass: OK in 109s (408929 tok, $0.229) [done 143, failed 0]
[21:01:47] arbitrate-trakt: OK in 30s (65748 tok, $0.076) [done 144, failed 0]
[21:01:51] arbitrate-tradier: OK in 40s (107132 tok, $0.079) [done 145, failed 0]
[21:01:53] arbitrate-travis-ci: OK in 27s (111020 tok, $0.083) [done 146, failed 0]
[21:01:58] arbitrate-tumblr: OK in 25s (112411 tok, $0.094) [done 147, failed 0]
[21:02:06] arbitrate-twilio: OK in 25s (104300 tok, $0.155) [done 148, failed 0]
[21:02:08] arbitrate-trackingmore: OK in 64s (201701 tok, $0.159) [done 149, failed 0]
[21:02:22] arbitrate-untappd: OK in 31s (116196 tok, $0.103) [done 150, failed 0]
[21:02:41] arbitrate-usgs-water: OK in 48s (105943 tok, $0.084) [done 151, failed 0]
[21:02:50] arbitrate-voyage-ai: OK in 28s (65104 tok, $0.044) [done 152, failed 0]
[21:02:54] arbitrate-virustotal: OK in 57s (239078 tok, $0.175) [done 153, failed 0]
[21:02:58] arbitrate-nytimes: parse failure (attempt 1): Expecting ',' delimiter: line 1 column 392 (char 391)
[21:03:02] arbitrate-udemy: OK in 75s (299030 tok, $0.249) [done 154, failed 0]
[21:03:13] arbitrate-visual-crossing: OK in 67s (285978 tok, $0.204) [done 155, failed 0]
[21:03:21] arbitrate-tmdb: OK in 153s (108222 tok, $0.134) [done 156, failed 0]
[21:03:30] arbitrate-wikidata: OK in 36s (111232 tok, $0.131) [done 157, failed 0]
[21:03:39] arbitrate-wikimedia-rest: OK in 37s (111981 tok, $0.115) [done 158, failed 0]
[21:03:39] arbitrate-what3words: OK in 58s (224782 tok, $0.298) [done 159, failed 0]
[21:03:44] arbitrate-wikipedia: OK in 32s (107744 tok, $0.126) [done 160, failed 0]
[21:04:02] arbitrate-workos: OK in 31s (64068 tok, $0.038) [done 161, failed 0]
[21:04:15] arbitrate-world-bank: OK in 36s (63149 tok, $0.039) [done 162, failed 0]
[21:04:20] arbitrate-wiktionary: OK in 58s (228124 tok, $0.155) [done 163, failed 0]
[21:04:20] arbitrate-world-news-api: OK in 41s (63805 tok, $0.037) [done 164, failed 0]
[21:04:20] arbitrate-xai: OK in 35s (104437 tok, $0.074) [done 165, failed 0]
[21:04:23] arbitrate-who-gho: OK in 93s (247100 tok, $0.193) [done 166, failed 0]
[21:04:37] arbitrate-vonage: OK in 149s (259043 tok, $0.272) [done 167, failed 0]
[21:04:46] arbitrate-yelp-fusion: OK in 44s (123082 tok, $0.121) [done 168, failed 0]
[21:05:10] arbitrate-zerobounce: OK in 50s (110778 tok, $0.093) [done 169, failed 0]
[21:05:37] arbitrate-zenrows: OK in 82s (264066 tok, $0.215) [done 170, failed 0]
[21:05:49] arbitrate-nytimes: OK in 171s (630861 tok, $0.344) [done 171, failed 0]
[21:05:49] fleet done: ok=171 failed=0 skipped=195 tokens=29585711 cost=$21.85
[round 3] purged 129 punts
[21:05:50] fleet start: 366 jobs, concurrency 8
[21:06:30] arbitrate-alchemy: OK in 40s (111209 tok, $0.097) [done 1, failed 0]
[21:06:36] arbitrate-abstract-email: OK in 46s (158466 tok, $0.106) [done 2, failed 0]
[21:06:42] arbitrate-anthropic: OK in 52s (163682 tok, $0.153) [done 3, failed 0]
[21:06:42] arbitrate-aviationstack: OK in 52s (145562 tok, $0.098) [done 4, failed 0]
[21:06:42] arbitrate-airnow: OK in 52s (142663 tok, $0.095) [done 5, failed 0]
[21:06:45] arbitrate-alpaca: OK in 56s (108106 tok, $0.085) [done 6, failed 0]
[21:06:48] arbitrate-anilist: OK in 59s (141134 tok, $0.089) [done 7, failed 0]
[21:06:56] arbitrate-amtrak-statusmaps: OK in 66s (145777 tok, $0.098) [done 8, failed 0]
[21:07:13] arbitrate-aws-rekognition: OK in 43s (111256 tok, $0.140) [done 9, failed 0]
[21:07:23] arbitrate-azure-openai: OK in 47s (116225 tok, $0.129) [done 10, failed 0]
[21:07:27] arbitrate-bls: OK in 31s (108394 tok, $0.066) [done 11, failed 0]
[21:07:32] arbitrate-bitbucket: OK in 47s (119355 tok, $0.109) [done 12, failed 0]
[21:07:32] arbitrate-blockchair: OK in 44s (153323 tok, $0.135) [done 13, failed 0]
[21:07:53] arbitrate-bluesky: OK in 39s (140555 tok, $0.094) [done 14, failed 0]
[21:07:53] arbitrate-balldontlie: OK in 71s (255715 tok, $0.180) [done 15, failed 0]
[21:08:08] arbitrate-binance: OK in 87s (301850 tok, $0.159) [done 16, failed 0]
[21:08:09] arbitrate-bigcommerce: OK in 87s (184788 tok, $0.264) [done 17, failed 0]
[21:08:12] arbitrate-bored-api: OK in 50s (62061 tok, $0.037) [done 18, failed 0]
[21:08:38] arbitrate-cheapshark: OK in 66s (62215 tok, $0.038) [done 19, failed 0]
[21:08:42] arbitrate-brave-search: OK in 75s (124308 tok, $0.097) [done 20, failed 0]
[21:08:54] arbitrate-circleci: OK in 61s (110326 tok, $0.078) [done 21, failed 0]
[21:08:57] arbitrate-census-bureau: OK in 85s (199413 tok, $0.158) [done 22, failed 0]
[21:08:57] arbitrate-crossref: OK in 45s (114708 tok, $0.099) [done 23, failed 0]
[21:09:04] arbitrate-covalent: OK in 54s (109217 tok, $0.090) [done 24, failed 0]
[21:09:04] arbitrate-deepgram: OK in 25s (110746 tok, $0.132) [done 25, failed 0]
[21:09:10] arbitrate-elevenlabs: OK in 27s (68222 tok, $0.087) [done 26, failed 0]
[21:09:28] arbitrate-etherscan: OK in 31s (68905 tok, $0.050) [done 27, failed 0]
[21:09:34] arbitrate-eurostat: OK in 30s (63816 tok, $0.036) [done 28, failed 0]
[21:09:37] arbitrate-eodhd: OK in 40s (115275 tok, $0.087) [done 29, failed 0]
[21:09:43] arbitrate-ensembl: OK in 49s (136700 tok, $0.090) [done 30, failed 0]
[21:10:01] arbitrate-financial-modeling-prep: OK in 32s (139915 tok, $0.120) [done 31, failed 0]
[21:10:10] arbitrate-fred: OK in 36s (105410 tok, $0.078) [done 32, failed 0]
[21:10:19] arbitrate-gitlab: OK in 36s (68517 tok, $0.054) [done 33, failed 0]
[21:10:26] arbitrate-gdelt: OK in 49s (126569 tok, $0.147) [done 34, failed 0]
[21:10:26] arbitrate-clarifai: OK in 137s (608001 tok, $0.428) [done 35, failed 0]
[21:10:31] arbitrate-gnews: OK in 30s (102045 tok, $0.091) [done 36, failed 0]
[21:11:10] arbitrate-google-books: OK in 60s (131039 tok, $0.114) [done 37, failed 0]
[21:11:11] arbitrate-grafana-cloud: OK in 45s (162356 tok, $0.186) [done 38, failed 0]
[21:11:20] arbitrate-exercisedb: OK in 131s (489280 tok, $0.303) [done 39, failed 0]
[21:11:32] arbitrate-event-registry: OK in 148s (925162 tok, $0.473) [done 40, failed 0]
[21:11:36] arbitrate-google-maps: OK in 70s (137727 tok, $0.168) [done 41, failed 0]
[21:11:40] arbitrate-greynoise: OK in 30s (143942 tok, $0.119) [done 42, failed 0]
[21:11:45] arbitrate-google-fact-check: OK in 86s (257801 tok, $0.174) [done 43, failed 0]
[21:11:55] arbitrate-huggingface-inference: OK in 19s (82009 tok, $0.082) [done 44, failed 0]
[21:12:01] arbitrate-hex-pm: OK in 40s (158509 tok, $0.141) [done 45, failed 0]
[21:12:01] arbitrate-graphhopper: OK in 90s (397515 tok, $0.213) [done 46, failed 0]
[21:12:01] arbitrate-hipo-universities: OK in 29s (140815 tok, $0.102) [done 47, failed 0]
[21:12:27] arbitrate-hypixel: OK in 47s (133002 tok, $0.154) [done 48, failed 0]
[21:12:43] arbitrate-here: OK in 93s (332662 tok, $0.273) [done 49, failed 0]
[21:12:52] arbitrate-infura: OK in 57s (102784 tok, $0.077) [done 50, failed 0]
[21:13:03] arbitrate-launchdarkly: OK in 62s (123020 tok, $0.097) [done 51, failed 0]
[21:13:05] arbitrate-inaturalist: OK in 80s (319566 tok, $0.198) [done 52, failed 0]
[21:13:06] arbitrate-ipqualityscore: OK in 66s (116203 tok, $0.090) [done 53, failed 0]
[21:13:14] arbitrate-ipapi: OK in 73s (125536 tok, $0.100) [done 54, failed 0]
[21:13:25] arbitrate-locationiq: OK in 41s (219962 tok, $0.194) [done 55, failed 0]
[21:13:25] arbitrate-mapquest: OK in 22s (95655 tok, $0.064) [done 56, failed 0]
[21:13:31] arbitrate-claimbuster: OK in 338s (1861243 tok, $0.814) [done 57, failed 0]
[21:13:31] arbitrate-mastodon: OK in 24s (64393 tok, $0.042) [done 58, failed 0]
[21:13:37] arbitrate-mediastack: OK in 24s (98897 tok, $0.060) [done 59, failed 0]
[21:13:37] arbitrate-mapbox: OK in 45s (128933 tok, $0.137) [done 60, failed 0]
[21:13:37] arbitrate-massive: OK in 32s (115825 tok, $0.101) [done 61, failed 0]
[21:14:13] arbitrate-memegen: OK in 48s (97973 tok, $0.066) [done 62, failed 0]
[21:14:15] arbitrate-met-museum: OK in 50s (61436 tok, $0.031) [done 63, failed 0]
[21:14:33] arbitrate-moralis: OK in 63s (104792 tok, $0.067) [done 64, failed 0]
[21:14:46] arbitrate-new-relic: OK in 68s (101632 tok, $0.072) [done 65, failed 0]
[21:14:46] arbitrate-npi-registry: OK in 30s (62067 tok, $0.033) [done 66, failed 0]
[21:14:46] arbitrate-lingua-robot: OK in 138s (378446 tok, $0.230) [done 67, failed 0]
[21:14:46] arbitrate-newsdata-io: OK in 68s (104364 tok, $0.080) [done 68, failed 0]
[21:15:02] arbitrate-nansen: OK in 85s (162436 tok, $0.115) [done 69, failed 0]
[21:15:08] arbitrate-meteoblue: OK in 98s (287972 tok, $0.206) [done 70, failed 0]
[21:15:28] arbitrate-openaq: OK in 42s (68508 tok, $0.050) [done 71, failed 0]
[21:15:28] arbitrate-open-library: OK in 42s (64903 tok, $0.037) [done 72, failed 0]
[21:15:28] arbitrate-nhl-edge: OK in 75s (193218 tok, $0.130) [done 73, failed 0]
[21:15:31] arbitrate-openrouter: OK in 46s (66143 tok, $0.046) [done 74, failed 0]
[21:15:48] arbitrate-opensky-network: OK in 40s (110952 tok, $0.079) [done 75, failed 0]
[21:15:55] arbitrate-nyc-open-data: OK in 81s (161652 tok, $0.179) [done 76, failed 0]
[21:16:08] arbitrate-opentdb: OK in 41s (63768 tok, $0.037) [done 77, failed 0]
[21:16:09] arbitrate-openalex: OK in 83s (120793 tok, $0.102) [done 78, failed 0]
[21:16:28] arbitrate-perplexity: OK in 33s (118055 tok, $0.088) [done 79, failed 0]
[21:16:34] arbitrate-openuv: OK in 66s (302826 tok, $0.217) [done 80, failed 0]
[21:16:38] arbitrate-pelias: OK in 50s (149070 tok, $0.114) [done 81, failed 0]
[21:17:02] arbitrate-rcsb-pdb: OK in 24s (69233 tok, $0.087) [done 82, failed 0]
[21:17:10] arbitrate-perspective-api: OK in 62s (106304 tok, $0.085) [done 83, failed 0]
[21:17:13] arbitrate-recurly: OK in 11s (30131 tok, $0.013) [done 84, failed 0]
[21:17:17] arbitrate-podcast-index: OK in 68s (207175 tok, $0.192) [done 85, failed 0]
[21:17:20] arbitrate-polygon-io: OK in 52s (147897 tok, $0.122) [done 86, failed 0]
[21:17:20] arbitrate-pagerduty: OK in 109s (474565 tok, $0.299) [done 87, failed 0]
[21:17:29] arbitrate-openrouteservice: OK in 147s (705265 tok, $0.384) [done 88, failed 0]
[21:17:37] arbitrate-regulations-gov: OK in 26s (68307 tok, $0.049) [done 89, failed 0]
[21:17:38] arbitrate-razorpay: OK in 64s (109518 tok, $0.132) [done 90, failed 0]
[21:17:45] arbitrate-opentripplanner: OK in 137s (602073 tok, $0.339) [done 91, failed 0]
[21:17:49] arbitrate-replicate: OK in 35s (113489 tok, $0.096) [done 92, failed 0]
[21:17:52] arbitrate-rubygems: OK in 35s (114318 tok, $0.074) [done 93, failed 0]
[21:17:59] arbitrate-scrapingbee: OK in 39s (144968 tok, $0.125) [done 94, failed 0]
[21:18:01] arbitrate-securitytrails: OK in 41s (139863 tok, $0.089) [done 95, failed 0]
[21:18:10] arbitrate-semantic-scholar: OK in 41s (182193 tok, $0.151) [done 96, failed 0]
[21:18:19] arbitrate-stream-chat: OK in 20s (111501 tok, $0.091) [done 97, failed 0]
[21:18:22] arbitrate-snyk: OK in 37s (107200 tok, $0.086) [done 98, failed 0]
[21:18:28] arbitrate-shodan: OK in 52s (211716 tok, $0.168) [done 99, failed 0]
[21:18:37] arbitrate-shopify: OK in 59s (182828 tok, $0.172) [done 100, failed 0]
[21:18:41] arbitrate-sonarcloud: OK in 52s (117482 tok, $0.109) [done 101, failed 0]
[21:18:49] arbitrate-stytch: OK in 48s (109375 tok, $0.214) [done 102, failed 0]
[21:18:49] arbitrate-the-odds-api: OK in 30s (181777 tok, $0.124) [done 103, failed 0]
[21:18:58] arbitrate-thecatapi: OK in 36s (138993 tok, $0.122) [done 104, failed 0]
[21:19:02] arbitrate-stormglass: OK in 70s (284320 tok, $0.235) [done 105, failed 0]
[21:19:13] arbitrate-themealdb: OK in 45s (110413 tok, $0.082) [done 106, failed 0]
[21:19:13] arbitrate-tmdb: OK in 37s (109141 tok, $0.093) [done 107, failed 0]
[21:19:13] arbitrate-tfl-unified: OK in 63s (150822 tok, $0.136) [done 108, failed 0]
[21:19:28] arbitrate-tomtom: OK in 47s (66363 tok, $0.077) [done 109, failed 0]
[21:19:39] arbitrate-tradier: OK in 50s (104421 tok, $0.069) [done 110, failed 0]
[21:19:41] arbitrate-tumblr: OK in 27s (29941 tok, $0.012) [done 111, failed 0]
[21:19:49] arbitrate-trakt: OK in 51s (66154 tok, $0.046) [done 112, failed 0]
[21:19:52] arbitrate-twilio: OK in 39s (109262 tok, $0.096) [done 113, failed 0]
[21:19:57] arbitrate-travis-ci: OK in 55s (111480 tok, $0.085) [done 114, failed 0]
[21:20:03] arbitrate-voyage-ai: OK in 24s (65345 tok, $0.044) [done 115, failed 0]
[21:20:11] arbitrate-visual-crossing: OK in 43s (213705 tok, $0.167) [done 116, failed 0]
[21:20:22] arbitrate-virustotal: OK in 68s (206770 tok, $0.221) [done 117, failed 0]
[21:20:25] arbitrate-what3words: OK in 44s (168381 tok, $0.147) [done 118, failed 0]
[21:20:29] arbitrate-wikidata: OK in 40s (116088 tok, $0.102) [done 119, failed 0]
[21:20:34] arbitrate-trackingmore: OK in 104s (312328 tok, $0.211) [done 120, failed 0]
[21:20:34] arbitrate-workos: OK in 23s (67005 tok, $0.048) [done 121, failed 0]
[21:20:41] arbitrate-world-bank: OK in 19s (63163 tok, $0.034) [done 122, failed 0]
[21:20:41] arbitrate-wikimedia-rest: OK in 49s (110933 tok, $0.101) [done 123, failed 0]
[21:20:48] arbitrate-xai: OK in 23s (65414 tok, $0.044) [done 124, failed 0]
[21:20:51] arbitrate-wiktionary: OK in 48s (164244 tok, $0.115) [done 125, failed 0]
[21:21:16] arbitrate-zerobounce: OK in 42s (113089 tok, $0.101) [done 126, failed 0]
[21:21:27] arbitrate-wikipedia: OK in 90s (149955 tok, $0.105) [done 127, failed 0]
[21:21:33] arbitrate-yelp-fusion: OK in 64s (122898 tok, $0.163) [done 128, failed 0]
[21:21:48] arbitrate-zenrows: OK in 74s (316945 tok, $0.225) [done 129, failed 0]
[21:21:48] fleet done: ok=129 failed=0 skipped=237 tokens=22524022 cost=$16.63
[round 4] purged 106 punts
[21:21:48] fleet start: 366 jobs, concurrency 8
[21:22:31] arbitrate-anthropic: OK in 43s (70318 tok, $0.061) [done 1, failed 0]
[21:22:37] arbitrate-amtrak-statusmaps: OK in 49s (106409 tok, $0.138) [done 2, failed 0]
[21:22:44] arbitrate-aviationstack: OK in 55s (101341 tok, $0.101) [done 3, failed 0]
[21:22:44] arbitrate-alchemy: OK in 55s (161420 tok, $0.116) [done 4, failed 0]
[21:22:44] arbitrate-airnow: OK in 55s (144952 tok, $0.109) [done 5, failed 0]
[21:22:44] arbitrate-alpaca: OK in 55s (112496 tok, $0.097) [done 6, failed 0]
[21:22:56] arbitrate-anilist: OK in 67s (101242 tok, $0.066) [done 7, failed 0]
[21:22:56] arbitrate-azure-openai: OK in 25s (65592 tok, $0.043) [done 8, failed 0]
[21:22:59] arbitrate-aws-rekognition: OK in 71s (121995 tok, $0.173) [done 9, failed 0]
[21:23:43] arbitrate-bored-api: OK in 47s (61792 tok, $0.036) [done 10, failed 0]
[21:23:52] arbitrate-bls: OK in 68s (109732 tok, $0.069) [done 11, failed 0]
[21:24:03] arbitrate-binance: OK in 79s (102352 tok, $0.075) [done 12, failed 0]
[21:24:03] arbitrate-brave-search: OK in 63s (127078 tok, $0.137) [done 13, failed 0]
[21:24:03] arbitrate-bluesky: OK in 67s (104233 tok, $0.078) [done 14, failed 0]
[21:24:03] arbitrate-cheapshark: OK in 20s (61982 tok, $0.037) [done 15, failed 0]
[21:24:11] arbitrate-bitbucket: OK in 87s (197533 tok, $0.272) [done 16, failed 0]
[21:24:11] arbitrate-blockchair: OK in 87s (176807 tok, $0.140) [done 17, failed 0]
[21:24:17] arbitrate-bigcommerce: OK in 99s (187540 tok, $0.173) [done 18, failed 0]
[21:24:23] arbitrate-circleci: OK in 31s (111538 tok, $0.078) [done 19, failed 0]
[21:24:39] arbitrate-deepgram: OK in 36s (107102 tok, $0.084) [done 20, failed 0]
[21:24:41] arbitrate-eurostat: OK in 18s (30143 tok, $0.012) [done 21, failed 0]
[21:24:48] arbitrate-crossref: OK in 45s (154652 tok, $0.140) [done 22, failed 0]
[21:24:48] arbitrate-etherscan: OK in 31s (67637 tok, $0.090) [done 23, failed 0]
[21:24:59] arbitrate-elevenlabs: OK in 48s (165220 tok, $0.233) [done 24, failed 0]
[21:24:59] arbitrate-ensembl: OK in 48s (107660 tok, $0.073) [done 25, failed 0]
[21:25:10] arbitrate-gnews: OK in 22s (64751 tok, $0.037) [done 26, failed 0]
[21:25:23] arbitrate-fred: OK in 42s (152851 tok, $0.114) [done 27, failed 0]
[21:25:36] arbitrate-grafana-cloud: OK in 37s (130196 tok, $0.135) [done 28, failed 0]
[21:25:36] arbitrate-google-books: OK in 48s (111974 tok, $0.113) [done 29, failed 0]
[21:26:02] arbitrate-greynoise: OK in 39s (153691 tok, $0.118) [done 30, failed 0]
[21:26:13] arbitrate-clarifai: OK in 131s (702567 tok, $0.465) [done 31, failed 0]
[21:26:27] arbitrate-hex-pm: OK in 51s (211434 tok, $0.162) [done 32, failed 0]
[21:26:33] arbitrate-hipo-universities: OK in 30s (97894 tok, $0.059) [done 33, failed 0]
[21:26:35] arbitrate-google-fact-check: parse failure (attempt 1): Expecting ',' delimiter: line 1 column 4123 (char 4122)
[21:26:44] arbitrate-graphhopper: OK in 94s (694130 tok, $0.340) [done 34, failed 0]
