[chain] research fleet done
[chain] machine checks (all research entries, fresh liveness sweep)
856 checked, 196 flagged -> data/rework-queue.txt
[chain] generating verify jobs (round-1 outputs exist, runner skips them)
wrote 1698 verifier jobs to /Users/memfactor/Desktop/misc_repos/grokproj/pipeline/jobs-verify.jsonl
[18:57:23] fleet start: 1698 jobs, concurrency 8
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:36] verify-malwarebazaar-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:36] verify-malwarebazaar-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:36] verify-luma-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:36] verify-luma-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:46] verify-luma-a: FAILED after 3 attempts
[21:30:46] verify-luma-b: FAILED after 3 attempts
[21:30:52] verify-maxio-chargify-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:52] verify-magicthegathering-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:52] verify-magicthegathering-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:52] verify-mailjet-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:52] verify-malwarebazaar-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:52] verify-mailjet-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:52] verify-malwarebazaar-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:30:52] verify-maxio-chargify-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:02] verify-magicthegathering-a: FAILED after 3 attempts
[21:31:09] verify-mailjet-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:09] verify-medusa-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:09] verify-magicthegathering-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:09] verify-maxio-chargify-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:09] verify-malwarebazaar-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:09] verify-malwarebazaar-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:09] verify-maxio-chargify-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:09] verify-mailjet-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:19] verify-mailjet-b: FAILED after 3 attempts
[21:31:19] verify-magicthegathering-b: FAILED after 3 attempts
[21:31:19] verify-malwarebazaar-b: FAILED after 3 attempts
[21:31:19] verify-malwarebazaar-a: FAILED after 3 attempts
[21:31:19] verify-mailjet-a: FAILED after 3 attempts
[21:31:26] verify-maxio-chargify-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:26] verify-medusa-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:26] verify-meetup-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:26] verify-medusa-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:26] verify-maxio-chargify-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:26] verify-memfault-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:26] verify-meetup-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:26] verify-memfault-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:36] verify-maxio-chargify-a: FAILED after 3 attempts
[21:31:36] verify-maxio-chargify-b: FAILED after 3 attempts
[21:31:43] verify-meetup-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:43] verify-mempool-space-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:43] verify-memfault-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:43] verify-medusa-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:43] verify-medusa-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:43] verify-mempool-space-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:43] verify-meetup-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:43] verify-memfault-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:53] verify-medusa-a: FAILED after 3 attempts
[21:31:59] verify-mempool-space-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:31:59] verify-meetup-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:00] verify-mempool-space-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:00] verify-memfault-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:00] verify-metalpriceapi-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:00] verify-medusa-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:00] verify-memfault-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:00] verify-meetup-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:09] verify-meetup-b: FAILED after 3 attempts
[21:32:10] verify-memfault-a: FAILED after 3 attempts
[21:32:10] verify-medusa-b: FAILED after 3 attempts
[21:32:10] verify-meetup-a: FAILED after 3 attempts
[21:32:10] verify-memfault-b: FAILED after 3 attempts
[21:32:16] verify-mempool-space-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:16] verify-metalpriceapi-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:16] verify-metalpriceapi-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:16] verify-metrolinx-opendata-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:16] verify-metro-transit-nextrip-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:16] verify-metrolinx-opendata-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:16] verify-metro-transit-nextrip-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:16] verify-mempool-space-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:26] verify-mempool-space-a: FAILED after 3 attempts
[21:32:26] verify-mempool-space-b: FAILED after 3 attempts
[21:32:35] verify-metalpriceapi-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:35] verify-microlink-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:35] verify-metalpriceapi-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:35] verify-metrolinx-opendata-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:35] verify-metro-transit-nextrip-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:35] verify-metrolinx-opendata-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:35] verify-microlink-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:35] verify-metro-transit-nextrip-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:32:45] verify-metalpriceapi-a: FAILED after 3 attempts
[21:33:14] verify-metrolinx-opendata-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:33:14] verify-metro-transit-nextrip-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:33:14] verify-microsoft-graph-calendar-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:33:14] verify-microlink-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:33:14] verify-microlink-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:33:14] verify-metrolinx-opendata-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:33:14] verify-metro-transit-nextrip-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:33:14] verify-metalpriceapi-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:08] verify-metrolinx-opendata-b: FAILED after 3 attempts
[21:35:08] verify-metro-transit-nextrip-b: FAILED after 3 attempts
[21:35:08] verify-metrolinx-opendata-a: FAILED after 3 attempts
[21:35:08] verify-metro-transit-nextrip-a: FAILED after 3 attempts
[21:35:08] verify-metalpriceapi-b: FAILED after 3 attempts
[21:35:41] verify-minor-planet-center-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:41] verify-microsoft-graph-calendar-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:41] verify-microlink-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:42] verify-microlink-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:42] verify-mobygames-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:42] verify-minor-planet-center-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:42] verify-microsoft-graph-calendar-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:43] verify-mobygames-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:35:51] verify-microlink-a: FAILED after 3 attempts
[21:35:58] verify-microlink-b: FAILED after 3 attempts
[21:36:08] verify-minor-planet-center-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:36:27] verify-mobygames-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:36:27] verify-modal-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[21:36:27] verify-modal-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:36:29] verify-minor-planet-center-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:36:29] verify-microsoft-graph-calendar-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[21:36:31] verify-microsoft-graph-calendar-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:36:31] verify-mobygames-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:36:35] verify-minor-planet-center-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:36:39] verify-microsoft-graph-calendar-a: FAILED after 3 attempts
[21:39:14] verify-minor-planet-center-a: FAILED after 3 attempts
[21:39:33] verify-mobygames-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:39:34] verify-modal-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[21:39:34] verify-modal-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:39:38] verify-moodle-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:39:40] verify-microsoft-graph-calendar-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:39:40] verify-mobygames-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:39:43] verify-mobygames-b: FAILED after 3 attempts
[21:39:45] verify-minor-planet-center-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 403 Forbidden): personal-team-blocked:spending-limit: You have run out of credits or need a Grok subscription. Add credits at https://grok.com/
[21:39:47] verify-moodle-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:39:50] verify-microsoft-graph-calendar-b: FAILED after 3 attempts
[21:39:50] verify-mobygames-a: FAILED after 3 attempts
[21:39:55] verify-minor-planet-center-b: FAILED after 3 attempts
[21:55:11] verify-myfitnesspal-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:13] verify-modal-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:14] verify-modal-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:21] verify-moodle-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:23] verify-modal-a: FAILED after 3 attempts
[21:55:23] verify-nager-date-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:24] verify-modal-b: FAILED after 3 attempts
[21:55:24] verify-myfitnesspal-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:26] verify-nager-date-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:34] verify-moodle-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:49] verify-myfitnesspal-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:51] verify-nasa-exoplanet-archive-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:52] verify-nasa-exoplanet-archive-b: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:55:59] verify-moodle-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:03] verify-myfitnesspal-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:03] verify-nager-date-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:06] verify-nager-date-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:09] verify-moodle-a: FAILED after 3 attempts
[21:56:13] verify-moodle-b: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:23] verify-moodle-b: FAILED after 3 attempts
[21:56:27] verify-myfitnesspal-a: error rc=1 (attempt 3): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:29] verify-nasa-exoplanet-archive-a: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:32] verify-nasa-exoplanet-archive-b: error rc=1 (attempt 2): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:37] verify-myfitnesspal-a: FAILED after 3 attempts
[21:56:38] verify-nasa-power-a: error rc=1 (attempt 1): Error: Internal error: {
  "message": "API error (status 402 Payment Required): Grok Build usage balance exhausted",
  "http_status": 402
}

{"type":"error","message":"Internal error: {\n  \"message\"
[21:56:42] verify-myfitnesspal-b: error rc=1 (attempt 3): Error: Internal error: {
