[19:24:14] fleet start: 366 jobs, concurrency 8
[20:00:36] arbitrate-spaceflight-news: OK in 69s (133955 tok, $0.074) [done 291, failed 0]
[20:00:36] arbitrate-square: OK in 14s (30286 tok, $0.049) [done 292, failed 0]
[20:00:43] arbitrate-ssllabs: OK in 20s (76854 tok, $0.066) [done 293, failed 0]
[20:00:51] arbitrate-sportradar: OK in 74s (182144 tok, $0.168) [done 294, failed 0]
[20:00:51] arbitrate-stability-ai: OK in 24s (63391 tok, $0.040) [done 295, failed 0]
[20:01:13] arbitrate-stream-chat: OK in 37s (111467 tok, $0.091) [done 296, failed 0]
[20:01:13] arbitrate-stripe: OK in 30s (65366 tok, $0.045) [done 297, failed 0]
[20:01:27] arbitrate-taxjar: OK in 35s (169017 tok, $0.175) [done 298, failed 0]
[20:01:30] arbitrate-sportsdataio: OK in 85s (625963 tok, $0.414) [done 299, failed 0]
[20:01:30] arbitrate-spacex-api: OK in 122s (430308 tok, $0.276) [done 300, failed 0]
[20:01:34] arbitrate-sourcegraph: OK in 139s (243762 tok, $0.188) [done 301, failed 0]
[20:01:50] arbitrate-telegram-bot: OK in 37s (119490 tok, $0.113) [done 302, failed 0]
[20:01:54] arbitrate-stytch: OK in 63s (144264 tok, $0.124) [done 303, failed 0]
[20:02:03] arbitrate-the-odds-api: OK in 33s (181078 tok, $0.162) [done 304, failed 0]
[20:02:03] arbitrate-stormglass: OK in 87s (340332 tok, $0.258) [done 305, failed 0]
[20:02:09] arbitrate-tfl-unified: OK in 42s (101325 tok, $0.100) [done 306, failed 0]
[20:02:09] arbitrate-tenor: OK in 56s (135560 tok, $0.109) [done 307, failed 0]
[20:02:18] arbitrate-the-graph: OK in 47s (110667 tok, $0.100) [done 308, failed 0]
[20:02:21] arbitrate-theaudiodb: OK in 31s (110070 tok, $0.116) [done 309, failed 0]
[20:02:24] arbitrate-thecatapi: OK in 30s (136197 tok, $0.115) [done 310, failed 0]
[20:02:31] arbitrate-thecocktaildb: OK in 27s (63545 tok, $0.034) [done 311, failed 0]
[20:02:33] arbitrate-they-said-so: OK in 16s (30405 tok, $0.013) [done 312, failed 0]
[20:02:47] arbitrate-the-trivia-api: OK in 73s (356231 tok, $0.194) [done 313, failed 0]
[20:02:50] arbitrate-themealdb: OK in 47s (109375 tok, $0.080) [done 314, failed 0]
[20:02:57] arbitrate-tmdb: OK in 32s (104511 tok, $0.084) [done 315, failed 0]
[20:03:01] arbitrate-thispersondoesnotexist: OK in 40s (64840 tok, $0.041) [done 316, failed 0]
[20:03:09] arbitrate-tomorrow-io: OK in 36s (101461 tok, $0.065) [done 317, failed 0]
[20:03:11] arbitrate-tomtom: OK in 25s (65919 tok, $0.046) [done 318, failed 0]
[20:03:35] arbitrate-tradier: OK in 38s (105585 tok, $0.070) [done 319, failed 0]
[20:03:46] arbitrate-together-ai: OK in 76s (147543 tok, $0.147) [done 320, failed 0]
[20:03:46] arbitrate-thesportsdb: OK in 97s (201577 tok, $0.156) [done 321, failed 0]
[20:03:46] arbitrate-trakt: OK in 45s (66336 tok, $0.047) [done 322, failed 0]
[20:03:46] arbitrate-thenewsapi: OK in 97s (141361 tok, $0.107) [done 323, failed 0]
[20:03:56] arbitrate-travis-ci: OK in 45s (110828 tok, $0.083) [done 324, failed 0]
[20:03:56] arbitrate-transitland: OK in 47s (105473 tok, $0.061) [done 325, failed 0]
[20:04:10] arbitrate-trackingmore: OK in 80s (248871 tok, $0.176) [done 326, failed 0]
[20:04:27] arbitrate-tvmaze: OK in 41s (70006 tok, $0.048) [done 327, failed 0]
[20:04:33] arbitrate-tumblr: OK in 47s (110926 tok, $0.092) [done 328, failed 0]
[20:04:39] arbitrate-twilio: OK in 53s (107614 tok, $0.085) [done 329, failed 0]
[20:04:39] arbitrate-twelve-data: OK in 53s (109297 tok, $0.070) [done 330, failed 0]
[20:04:43] arbitrate-untappd: OK in 33s (71736 tok, $0.065) [done 331, failed 0]
[20:04:51] arbitrate-tripadvisor: OK in 76s (150681 tok, $0.110) [done 332, failed 0]
[20:04:51] arbitrate-urlscan-io: OK in 25s (110613 tok, $0.076) [done 333, failed 0]
[20:04:59] arbitrate-usaspending: OK in 26s (63025 tok, $0.031) [done 334, failed 0]
[20:04:59] arbitrate-udemy: OK in 63s (154501 tok, $0.146) [done 335, failed 0]
[20:05:33] arbitrate-vesselfinder: OK in 50s (105693 tok, $0.080) [done 336, failed 0]
[20:05:37] arbitrate-usgs-water: OK in 58s (109958 tok, $0.107) [done 337, failed 0]
[20:05:46] arbitrate-voyage-ai: OK in 48s (65808 tok, $0.046) [done 338, failed 0]
[20:05:59] arbitrate-usda-fooddata-central: OK in 80s (232830 tok, $0.170) [done 339, failed 0]
[20:05:59] arbitrate-uk-parliament: OK in 123s (228529 tok, $0.225) [done 340, failed 0]
[20:06:05] arbitrate-visual-crossing: OK in 74s (214876 tok, $0.171) [done 341, failed 0]
[20:06:22] arbitrate-weatherapi: OK in 49s (115770 tok, $0.138) [done 342, failed 0]
[20:06:25] arbitrate-virustotal: OK in 94s (265050 tok, $0.220) [done 343, failed 0]
[20:06:34] arbitrate-weatherbit: OK in 57s (112909 tok, $0.097) [done 344, failed 0]
[20:06:50] arbitrate-wikidata: OK in 45s (111369 tok, $0.093) [done 345, failed 0]
[20:07:00] arbitrate-what3words: OK in 61s (115317 tok, $0.142) [done 346, failed 0]
[20:07:00] arbitrate-vonage: OK in 121s (232397 tok, $0.277) [done 347, failed 0]
[20:07:14] arbitrate-wikipedia: OK in 49s (202530 tok, $0.149) [done 348, failed 0]
[20:07:14] arbitrate-wger: OK in 87s (397907 tok, $0.229) [done 349, failed 0]
[20:07:14] arbitrate-wikimedia-rest: OK in 52s (285484 tok, $0.192) [done 350, failed 0]
[20:07:30] arbitrate-wordnik: OK in 40s (142405 tok, $0.101) [done 351, failed 0]
[20:07:37] arbitrate-who-gho: OK in 98s (200866 tok, $0.180) [done 352, failed 0]
[20:07:37] arbitrate-wiktionary: OK in 63s (163628 tok, $0.175) [done 353, failed 0]
[20:07:42] arbitrate-world-bank: OK in 42s (63469 tok, $0.040) [done 354, failed 0]
[20:07:42] arbitrate-workos: OK in 42s (66851 tok, $0.047) [done 355, failed 0]
[20:07:58] arbitrate-world-news-api: OK in 45s (101899 tok, $0.071) [done 356, failed 0]
[20:08:13] arbitrate-world-weather-online: OK in 59s (112572 tok, $0.103) [done 357, failed 0]
[20:08:20] arbitrate-zenquotes: OK in 22s (66348 tok, $0.045) [done 358, failed 0]
[20:08:20] arbitrate-xai: OK in 43s (102502 tok, $0.065) [done 359, failed 0]
[20:08:20] arbitrate-x-twitter: OK in 50s (123657 tok, $0.175) [done 360, failed 0]
[20:08:52] arbitrate-yelp-fusion: OK in 75s (171179 tok, $0.165) [done 361, failed 0]
[20:09:01] arbitrate-zerobounce: OK in 41s (114584 tok, $0.128) [done 362, failed 0]
[20:09:08] arbitrate-zenrows: OK in 55s (195559 tok, $0.161) [done 363, failed 0]
[20:09:23] arbitrate-you-com: OK in 102s (364542 tok, $0.262) [done 364, failed 0]
[20:09:52] arbitrate-worldtimeapi: OK in 159s (372677 tok, $0.258) [done 365, failed 0]
[20:10:43] arbitrate-yomomma-api: OK in 181s (307245 tok, $0.199) [done 366, failed 0]
[20:10:43] fleet done: ok=366 failed=0 skipped=0 tokens=63151351 cost=$48.13
